call_id,cell_id,layout_id,gravity_mode,model_key,format_valid,response_attempt_count,correct,questions,accuracy,error,provider_cost_usd,prompt_tokens,completion_tokens
FallingAlt_9_upward:qwen:temporal_rollout_json_qualitative_v3,FallingAlt_9_upward,FallingAlt_9,upward,qwen,1,1,1,1,1.0,,0.00246155,5714,310
Falling_10_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_10_downward,Falling_10,downward,qwen,1,1,2,2,1.0,,0.004589,4178,1657
Falling_10_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_10_upward,Falling_10,upward,qwen,1,1,2,2,1.0,,0.0042549,4416,1446
Falling_1_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_1_downward,Falling_1,downward,qwen,1,1,2,2,1.0,,0.0033371,4448,970
Falling_1_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_1_upward,Falling_1,upward,qwen,1,1,1,1,1.0,,0.002363075,4619,442
Falling_2_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_2_downward,Falling_2,downward,qwen,1,1,2,2,1.0,,0.002786875,4621,659
Falling_2_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_2_upward,Falling_2,upward,qwen,1,1,1,1,1.0,,0.003352375,4651,944
Falling_3_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_3_downward,Falling_3,downward,qwen,1,1,2,2,1.0,,0.0026884,4600,612
Falling_3_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_3_upward,Falling_3,upward,qwen,1,1,1,1,1.0,,0.002878525,4687,695
Falling_5_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_5_downward,Falling_5,downward,qwen,1,1,2,2,1.0,,0.004303975,5641,1267
Falling_5_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_5_upward,Falling_5,upward,qwen,1,1,2,2,1.0,,0.003362125,5827,753
Falling_6_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_6_downward,Falling_6,downward,qwen,1,1,3,3,1.0,,0.0037544,5576,996
Falling_6_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_6_upward,Falling_6,upward,qwen,1,1,2,2,1.0,,0.003026075,5741,595
Falling_7_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_7_downward,Falling_7,downward,qwen,1,1,1,1,1.0,,0.0023595,4506,459
Falling_7_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_7_upward,Falling_7,upward,qwen,1,1,2,2,1.0,,0.003067025,4481,826
Falling_8_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_8_downward,Falling_8,downward,qwen,1,1,1,1,1.0,,0.00217815,4698,334
Falling_8_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_8_upward,Falling_8,upward,qwen,1,1,2,2,1.0,,0.002786225,4709,644
Falling_9_downward:qwen:temporal_rollout_json_qualitative_v3,Falling_9_downward,Falling_9,downward,qwen,1,1,1,1,1.0,,0.00214305,4656,323
Falling_9_upward:qwen:temporal_rollout_json_qualitative_v3,Falling_9_upward,Falling_9,upward,qwen,1,1,1,1,1.0,,0.002165475,4731,322
Prevention_10_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_10_downward,Prevention_10,downward,qwen,1,1,2,2,1.0,,0.003499275,4497,1045
Prevention_10_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_10_upward,Prevention_10,upward,qwen,1,1,2,2,1.0,,0.003483025,4423,1049
Prevention_1_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_1_downward,Prevention_1,downward,qwen,1,1,1,1,1.0,,0.002942225,4397,776
Prevention_1_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_1_upward,Prevention_1,upward,qwen,1,1,2,2,1.0,,0.0038857,4780,1196
Prevention_2_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_2_downward,Prevention_2,downward,qwen,1,1,2,2,1.0,,0.0041223,4644,1340
Prevention_2_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_2_upward,Prevention_2,upward,qwen,1,1,1,1,1.0,,0.00273195,4524,647
Prevention_3_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_3_downward,Prevention_3,downward,qwen,1,1,1,1,1.0,,0.002310425,4289,470
Prevention_3_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_3_upward,Prevention_3,upward,qwen,1,1,1,1,1.0,,0.001959425,4637,232
Prevention_4_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_4_downward,Prevention_4,downward,qwen,1,1,1,1,1.0,,0.002058225,4635,283
Prevention_4_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_4_upward,Prevention_4,upward,qwen,1,1,1,1,1.0,,0.002886,4536,724
Prevention_5_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_5_downward,Prevention_5,downward,qwen,1,1,2,2,1.0,,0.00325065,4470,922
Prevention_5_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_5_upward,Prevention_5,upward,qwen,1,1,1,1,1.0,,0.00244725,4266,544
Prevention_7_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_7_downward,Prevention_7,downward,qwen,1,1,1,1,1.0,,0.00227305,4468,421
Prevention_7_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_7_upward,Prevention_7,upward,qwen,1,1,1,1,1.0,,0.00201305,4406,298
Prevention_8_downward:qwen:temporal_rollout_json_qualitative_v3,Prevention_8_downward,Prevention_8,downward,qwen,1,1,1,1,1.0,,0.00211185,4500,333
Prevention_8_upward:qwen:temporal_rollout_json_qualitative_v3,Prevention_8_upward,Prevention_8,upward,qwen,1,1,1,1,1.0,,0.001895075,4499,222
Remove_10_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_10_downward,Remove_10,downward,qwen,1,1,2,2,1.0,,0.003757,4750,1135
Remove_10_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_10_upward,Remove_10,upward,qwen,1,1,2,2,1.0,,0.003616925,4805,1054
Remove_1_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_1_downward,Remove_1,downward,qwen,1,1,1,1,1.0,,0.002301975,4377,451
Remove_1_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_1_upward,Remove_1,upward,qwen,1,1,1,1,1.0,,0.00243555,4524,495
Remove_2_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_2_downward,Remove_2,downward,qwen,1,1,1,1,1.0,,0.002318225,4691,407
Remove_2_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_2_upward,Remove_2,upward,qwen,1,1,2,2,1.0,,0.00383435,4802,1166
Remove_5_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_5_downward,Remove_5,downward,qwen,1,1,1,1,1.0,,0.002852525,4619,693
Remove_5_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_5_upward,Remove_5,upward,qwen,1,1,3,3,1.0,,0.0040729,4732,1300
Remove_6_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_6_downward,Remove_6,downward,qwen,1,1,1,1,1.0,,0.00307905,4440,839
Remove_6_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_6_upward,Remove_6,upward,qwen,1,1,1,1,1.0,,0.00213395,4592,329
Remove_7_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_7_downward,Remove_7,downward,qwen,1,1,2,2,1.0,,0.00415935,4296,1417
Remove_7_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_7_upward,Remove_7,upward,qwen,1,1,2,2,1.0,,0.0028418,4460,714
Remove_8_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_8_downward,Remove_8,downward,qwen,1,1,1,2,0.5,,0.00312325,4528,847
Remove_8_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_8_upward,Remove_8,upward,qwen,1,1,2,2,1.0,,0.00625235,4514,2454
Remove_9_downward:qwen:temporal_rollout_json_qualitative_v3,Remove_9_downward,Remove_9,downward,qwen,1,1,2,2,1.0,,0.003218475,4401,917
Remove_9_upward:qwen:temporal_rollout_json_qualitative_v3,Remove_9_upward,Remove_9,upward,qwen,1,1,2,2,1.0,,0.002695875,4437,643
