call_id,cell_id,layout_id,gravity_mode,model_key,model_id,question_id,category,observed,expected,correct,format_valid,response_attempt_count
FallingAlt_8_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_8_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_8_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gpt,openai/gpt-5,FallingAlt_8_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_8_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gpt,openai/gpt-5,FallingAlt_8_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
FallingAlt_9_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_9_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_9_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gemini,google/gemini-3.1-pro-preview,FallingAlt_9_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
FallingAlt_9_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gpt,openai/gpt-5,FallingAlt_9_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_9_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gpt,openai/gpt-5,FallingAlt_9_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
FallingAlt_9_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_9_upward,FallingAlt_9,upward,gemini,google/gemini-3.1-pro-preview,FallingAlt_9_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
FallingAlt_9_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_9_upward,FallingAlt_9,upward,gpt,openai/gpt-5,FallingAlt_9_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_10_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gemini,google/gemini-3.1-pro-preview,Falling_10_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_10_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gemini,google/gemini-3.1-pro-preview,Falling_10_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_10_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gpt,openai/gpt-5,Falling_10_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_10_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gpt,openai/gpt-5,Falling_10_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_10_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gemini,google/gemini-3.1-pro-preview,Falling_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_10_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gemini,google/gemini-3.1-pro-preview,Falling_10_upward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_10_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gpt,openai/gpt-5,Falling_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_10_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gpt,openai/gpt-5,Falling_10_upward:red_visibly_moves_v3,red_visible_motion,B,A,0,1,1
Falling_1_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gemini,google/gemini-3.1-pro-preview,Falling_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_1_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gemini,google/gemini-3.1-pro-preview,Falling_1_downward:red_visibly_moves_v3,red_visible_motion,B,A,0,1,1
Falling_1_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gpt,openai/gpt-5,Falling_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_1_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gpt,openai/gpt-5,Falling_1_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_1_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_1_upward,Falling_1,upward,gemini,google/gemini-3.1-pro-preview,Falling_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_1_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_1_upward,Falling_1,upward,gpt,openai/gpt-5,Falling_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_2_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_2_downward,Falling_2,downward,gemini,google/gemini-3.1-pro-preview,Falling_2_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_2_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_2_downward,Falling_2,downward,gemini,google/gemini-3.1-pro-preview,Falling_2_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_2_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_2_downward,Falling_2,downward,gpt,openai/gpt-5,Falling_2_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_2_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_2_downward,Falling_2,downward,gpt,openai/gpt-5,Falling_2_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_2_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_2_upward,Falling_2,upward,gemini,google/gemini-3.1-pro-preview,Falling_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_2_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_2_upward,Falling_2,upward,gpt,openai/gpt-5,Falling_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_3_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_3_downward,Falling_3,downward,gemini,google/gemini-3.1-pro-preview,Falling_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_3_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_3_downward,Falling_3,downward,gemini,google/gemini-3.1-pro-preview,Falling_3_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_3_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_3_downward,Falling_3,downward,gpt,openai/gpt-5,Falling_3_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_3_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_3_downward,Falling_3,downward,gpt,openai/gpt-5,Falling_3_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_3_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_3_upward,Falling_3,upward,gemini,google/gemini-3.1-pro-preview,Falling_3_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_3_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_3_upward,Falling_3,upward,gpt,openai/gpt-5,Falling_3_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_5_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_5_downward,Falling_5,downward,gemini,google/gemini-3.1-pro-preview,Falling_5_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_5_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_5_downward,Falling_5,downward,gemini,google/gemini-3.1-pro-preview,Falling_5_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Falling_5_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_5_downward,Falling_5,downward,gpt,openai/gpt-5,Falling_5_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_5_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_5_downward,Falling_5,downward,gpt,openai/gpt-5,Falling_5_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Falling_5_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_5_upward,Falling_5,upward,gemini,google/gemini-3.1-pro-preview,Falling_5_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_5_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_5_upward,Falling_5,upward,gemini,google/gemini-3.1-pro-preview,Falling_5_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_5_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_5_upward,Falling_5,upward,gpt,openai/gpt-5,Falling_5_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_5_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_5_upward,Falling_5,upward,gpt,openai/gpt-5,Falling_5_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_6_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gemini,google/gemini-3.1-pro-preview,Falling_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_6_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gemini,google/gemini-3.1-pro-preview,Falling_6_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Falling_6_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gemini,google/gemini-3.1-pro-preview,Falling_6_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Falling_6_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gpt,openai/gpt-5,Falling_6_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_6_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gpt,openai/gpt-5,Falling_6_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Falling_6_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_6_downward,Falling_6,downward,gpt,openai/gpt-5,Falling_6_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Falling_6_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_6_upward,Falling_6,upward,gemini,google/gemini-3.1-pro-preview,Falling_6_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_6_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_6_upward,Falling_6,upward,gemini,google/gemini-3.1-pro-preview,Falling_6_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_6_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_6_upward,Falling_6,upward,gpt,openai/gpt-5,Falling_6_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_6_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_6_upward,Falling_6,upward,gpt,openai/gpt-5,Falling_6_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Falling_7_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_7_downward,Falling_7,downward,gemini,google/gemini-3.1-pro-preview,Falling_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_7_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_7_downward,Falling_7,downward,gpt,openai/gpt-5,Falling_7_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_7_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_7_upward,Falling_7,upward,gemini,google/gemini-3.1-pro-preview,Falling_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_7_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_7_upward,Falling_7,upward,gemini,google/gemini-3.1-pro-preview,Falling_7_upward:red_visibly_moves_v3,red_visible_motion,B,A,0,1,1
Falling_7_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_7_upward,Falling_7,upward,gpt,openai/gpt-5,Falling_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_7_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_7_upward,Falling_7,upward,gpt,openai/gpt-5,Falling_7_upward:red_visibly_moves_v3,red_visible_motion,B,A,0,1,1
Falling_8_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_8_downward,Falling_8,downward,gemini,google/gemini-3.1-pro-preview,Falling_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_8_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_8_downward,Falling_8,downward,gpt,openai/gpt-5,Falling_8_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Falling_8_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_8_upward,Falling_8,upward,gemini,google/gemini-3.1-pro-preview,Falling_8_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_8_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_8_upward,Falling_8,upward,gemini,google/gemini-3.1-pro-preview,Falling_8_upward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_8_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_8_upward,Falling_8,upward,gpt,openai/gpt-5,Falling_8_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_8_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_8_upward,Falling_8,upward,gpt,openai/gpt-5,Falling_8_upward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Falling_9_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_9_downward,Falling_9,downward,gemini,google/gemini-3.1-pro-preview,Falling_9_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_9_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_9_downward,Falling_9,downward,gpt,openai/gpt-5,Falling_9_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_9_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_9_upward,Falling_9,upward,gemini,google/gemini-3.1-pro-preview,Falling_9_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Falling_9_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_9_upward,Falling_9,upward,gpt,openai/gpt-5,Falling_9_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_10_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gemini,google/gemini-3.1-pro-preview,Prevention_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_10_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gemini,google/gemini-3.1-pro-preview,Prevention_10_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Prevention_10_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gpt,openai/gpt-5,Prevention_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_10_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_10_downward,Prevention_10,downward,gpt,openai/gpt-5,Prevention_10_downward:red_visibly_moves_v3,red_visible_motion,A,A,1,1,1
Prevention_10_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gemini,google/gemini-3.1-pro-preview,Prevention_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_10_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gemini,google/gemini-3.1-pro-preview,Prevention_10_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Prevention_10_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gpt,openai/gpt-5,Prevention_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_10_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_10_upward,Prevention_10,upward,gpt,openai/gpt-5,Prevention_10_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Prevention_1_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_1_downward,Prevention_1,downward,gemini,google/gemini-3.1-pro-preview,Prevention_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_1_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_1_downward,Prevention_1,downward,gpt,openai/gpt-5,Prevention_1_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_1_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gemini,google/gemini-3.1-pro-preview,Prevention_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_1_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gemini,google/gemini-3.1-pro-preview,Prevention_1_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Prevention_1_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gpt,openai/gpt-5,Prevention_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_1_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_1_upward,Prevention_1,upward,gpt,openai/gpt-5,Prevention_1_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,B,B,1,1,1
Prevention_2_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gemini,google/gemini-3.1-pro-preview,Prevention_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_2_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gemini,google/gemini-3.1-pro-preview,Prevention_2_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Prevention_2_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gpt,openai/gpt-5,Prevention_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_2_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_2_downward,Prevention_2,downward,gpt,openai/gpt-5,Prevention_2_downward:red_visibly_moves_v3,red_visible_motion,A,B,0,1,1
Prevention_2_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_2_upward,Prevention_2,upward,gemini,google/gemini-3.1-pro-preview,Prevention_2_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_2_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_2_upward,Prevention_2,upward,gpt,openai/gpt-5,Prevention_2_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_3_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_3_downward,Prevention_3,downward,gemini,google/gemini-3.1-pro-preview,Prevention_3_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_3_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_3_downward,Prevention_3,downward,gpt,openai/gpt-5,Prevention_3_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_3_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_3_upward,Prevention_3,upward,gemini,google/gemini-3.1-pro-preview,Prevention_3_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_3_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_3_upward,Prevention_3,upward,gpt,openai/gpt-5,Prevention_3_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_4_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_4_downward,Prevention_4,downward,gemini,google/gemini-3.1-pro-preview,Prevention_4_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_4_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_4_downward,Prevention_4,downward,gpt,openai/gpt-5,Prevention_4_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_4_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_4_upward,Prevention_4,upward,gemini,google/gemini-3.1-pro-preview,Prevention_4_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_4_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_4_upward,Prevention_4,upward,gpt,openai/gpt-5,Prevention_4_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_5_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gemini,google/gemini-3.1-pro-preview,Prevention_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_5_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gemini,google/gemini-3.1-pro-preview,Prevention_5_downward:red_visibly_moves_v3,red_visible_motion,A,B,0,1,1
Prevention_5_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gpt,openai/gpt-5,Prevention_5_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_5_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_5_downward,Prevention_5,downward,gpt,openai/gpt-5,Prevention_5_downward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
Prevention_5_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_5_upward,Prevention_5,upward,gemini,google/gemini-3.1-pro-preview,Prevention_5_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_5_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_5_upward,Prevention_5,upward,gpt,openai/gpt-5,Prevention_5_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_7_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_7_downward,Prevention_7,downward,gemini,google/gemini-3.1-pro-preview,Prevention_7_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_7_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_7_downward,Prevention_7,downward,gpt,openai/gpt-5,Prevention_7_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Prevention_7_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_7_upward,Prevention_7,upward,gemini,google/gemini-3.1-pro-preview,Prevention_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_7_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_7_upward,Prevention_7,upward,gpt,openai/gpt-5,Prevention_7_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_8_downward:gemini:temporal_rollout_images_qualitative_v3,Prevention_8_downward,Prevention_8,downward,gemini,google/gemini-3.1-pro-preview,Prevention_8_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_8_downward:gpt:temporal_rollout_images_qualitative_v3,Prevention_8_downward,Prevention_8,downward,gpt,openai/gpt-5,Prevention_8_downward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_8_upward:gemini:temporal_rollout_images_qualitative_v3,Prevention_8_upward,Prevention_8,upward,gemini,google/gemini-3.1-pro-preview,Prevention_8_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Prevention_8_upward:gpt:temporal_rollout_images_qualitative_v3,Prevention_8_upward,Prevention_8,upward,gpt,openai/gpt-5,Prevention_8_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Remove_10_downward:gemini:temporal_rollout_images_qualitative_v3,Remove_10_downward,Remove_10,downward,gemini,google/gemini-3.1-pro-preview,Remove_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_10_downward:gemini:temporal_rollout_images_qualitative_v3,Remove_10_downward,Remove_10,downward,gemini,google/gemini-3.1-pro-preview,Remove_10_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Remove_10_downward:gpt:temporal_rollout_images_qualitative_v3,Remove_10_downward,Remove_10,downward,gpt,openai/gpt-5,Remove_10_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_10_downward:gpt:temporal_rollout_images_qualitative_v3,Remove_10_downward,Remove_10,downward,gpt,openai/gpt-5,Remove_10_downward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Remove_10_upward:gemini:temporal_rollout_images_qualitative_v3,Remove_10_upward,Remove_10,upward,gemini,google/gemini-3.1-pro-preview,Remove_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_10_upward:gemini:temporal_rollout_images_qualitative_v3,Remove_10_upward,Remove_10,upward,gemini,google/gemini-3.1-pro-preview,Remove_10_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Remove_10_upward:gpt:temporal_rollout_images_qualitative_v3,Remove_10_upward,Remove_10,upward,gpt,openai/gpt-5,Remove_10_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_10_upward:gpt:temporal_rollout_images_qualitative_v3,Remove_10_upward,Remove_10,upward,gpt,openai/gpt-5,Remove_10_upward:red_endpoint_horizontal_v3,red_endpoint_horizontal,A,A,1,1,1
Remove_1_downward:gemini:temporal_rollout_images_qualitative_v3,Remove_1_downward,Remove_1,downward,gemini,google/gemini-3.1-pro-preview,Remove_1_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_1_downward:gpt:temporal_rollout_images_qualitative_v3,Remove_1_downward,Remove_1,downward,gpt,openai/gpt-5,Remove_1_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_1_upward:gemini:temporal_rollout_images_qualitative_v3,Remove_1_upward,Remove_1,upward,gemini,google/gemini-3.1-pro-preview,Remove_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Remove_1_upward:gpt:temporal_rollout_images_qualitative_v3,Remove_1_upward,Remove_1,upward,gpt,openai/gpt-5,Remove_1_upward:tool_vertical_direction_v3,tool_vertical_direction,B,B,1,1,1
Remove_2_downward:gemini:temporal_rollout_images_qualitative_v3,Remove_2_downward,Remove_2,downward,gemini,google/gemini-3.1-pro-preview,Remove_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_2_downward:gpt:temporal_rollout_images_qualitative_v3,Remove_2_downward,Remove_2,downward,gpt,openai/gpt-5,Remove_2_downward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_2_upward:gemini:temporal_rollout_images_qualitative_v3,Remove_2_upward,Remove_2,upward,gemini,google/gemini-3.1-pro-preview,Remove_2_upward:tool_vertical_direction_v3,tool_vertical_direction,A,A,1,1,1
Remove_2_upward:gemini:temporal_rollout_images_qualitative_v3,Remove_2_upward,Remove_2,upward,gemini,google/gemini-3.1-pro-preview,Remove_2_upward:red_visibly_moves_v3,red_visible_motion,B,B,1,1,1
